cycle,state,modeldate,candidate_name,startdate,enddate,pollster,samplesize,population,weight,influence,pct,house_adjusted_pct,trend_and_house_adjusted_pct,tracking,poll_id,question_id
2020,Nevada,10/28/2020,Joseph R. Biden Jr.,9/23/2020,10/20/2020,SurveyMonkey,2671,lv,0.0294598,0.0026163,51,49.57788,49.66526,T,71586,134134
2020,Nevada,10/28/2020,Joseph R. Biden Jr.,10/17/2020,10/20/2020,Civiqs,712,lv,0.8223047,0.5204501,52,51.29268,51.23707,,71537,133997
2020,Nevada,10/28/2020,Joseph R. Biden Jr.,9/22/2020,10/19/2020,SurveyMonkey,2549,lv,0.0317307,0.0023952,51,49.57788,49.68655,T,71484,133922
2020,Nevada,10/28/2020,Joseph R. Biden Jr.,9/21/2020,10/18/2020,SurveyMonkey,2492,lv,0.0359836,0.0022176,52,50.57845,50.70868,T,71399,133739
2020,Nevada,10/28/2020,Joseph R. Biden Jr.,9/20/2020,10/17/2020,SurveyMonkey,2443,lv,0.0428918,0.0020484,51,49.57788,49.73053,T,71317,133577
2020,Nevada,10/28/2020,Joseph R. Biden Jr.,9/19/2020,10/16/2020,SurveyMonkey,2328,lv,0.0421874,0.0018263,51,49.57788,49.7576,T,71259,133460
2020,Nevada,10/28/2020,Joseph R. Biden Jr.,9/18/2020,10/15/2020,SurveyMonkey,2149,lv,0.040347,0.0015621,52,50.57845,50.79221,T,71198,133333
2020,Nevada,10/28/2020,Joseph R. Biden Jr.,9/17/2020,10/14/2020,SurveyMonkey,1994,lv,0.0392171,0.0013245,52,50.57845,50.82972,T,71124,133183
2020,Nevada,10/28/2020,Joseph R. Biden Jr.,9/16/2020,10/13/2020,SurveyMonkey,1958,lv,0.0402765,0.0011642,52,50.57845,50.86803,T,71030,132976
2020,Nevada,10/28/2020,Joseph R. Biden Jr.,9/15/2020,10/12/2020,SurveyMonkey,1915,lv,0.0416954,0.0009873,51,49.57788,49.90549,T,70952,132783
2020,Nevada,10/28/2020,Joseph R. Biden Jr.,10/7/2020,10/11/2020,WPA Intelligence (WPAi),512,lv,0.648589,0.1922566,44,45.11227,45.07398,,70779,132412
2020,Nevada,10/28/2020,Joseph R. Biden Jr.,10/6/2020,10/9/2020,YouGov,1036,lv,1.298919,0.3055606,52,51.88005,51.84767,,70725,132309
2020,Nevada,10/28/2020,Joseph R. Biden Jr.,10/2/2020,10/6/2020,Siena College/The New York Times Upshot,660,lv,1.385606,0.1521321,48,48.46328,48.5826,,70645,132100
2020,Nevada,10/28/2020,Joseph R. Biden Jr.,6/8/2020,6/30/2020,SurveyMonkey,609,lv,0.2699486,0,49.72,48.29821,49.57409,,70464,131318
2020,Nevada,10/28/2020,Joseph R. Biden Jr.,7/1/2020,7/31/2020,SurveyMonkey,1021,lv,0.3942006,0,46.57,45.15405,46.46366,,70413,131216
2020,Nevada,10/28/2020,Joseph R. Biden Jr.,8/1/2020,8/31/2020,SurveyMonkey,998,lv,0.3692864,0,50,48.57803,49.78374,,70363,131114
2020,Nevada,10/28/2020,Joseph R. Biden Jr.,9/1/2020,9/30/2020,SurveyMonkey,1239,lv,0.4361135,0,51.37,49.94801,50.87794,T,70312,131007
2020,Nevada,10/28/2020,Joseph R. Biden Jr.,9/10/2020,9/25/2020,"University of Nevada, Las Vegas",641,lv,0.6832386,0,46,46.7257,47.63147,,70005,130403
2020,Nevada,10/28/2020,Joseph R. Biden Jr.,9/23/2020,9/25/2020,Rasmussen Reports/Pulse Opinion Research,750,lv,0.8990448,0,49,49.27503,49.93237,,69994,130354
2020,Nevada,10/28/2020,Joseph R. Biden Jr.,9/15/2020,9/21/2020,ALG Research,800,lv,0.6341712,0,47,46.04742,46.64503,,69977,130317
2020,Nevada,10/28/2020,Joseph R. Biden Jr.,9/20/2020,9/23/2020,Fox News/Beacon Research/Shaw & Co. Research,810,lv,1.459643,0,52,51.52923,52.09409,,69960,130282
2020,Nevada,10/28/2020,Joseph R. Biden Jr.,9/8/2020,9/10/2020,Siena College/The New York Times Upshot,462,lv,1.000391,0,46,46.46198,47.67076,,69417,129276
2020,Nevada,10/28/2020,Joseph R. Biden Jr.,8/20/2020,8/30/2020,"University of Nevada, Las Vegas",682,lv,0.7163944,0,44,44.72226,45.97914,,68302,127924
2020,Nevada,10/28/2020,Joseph R. Biden Jr.,4/27/2020,4/30/2020,ALG Research,763,lv,0.6237091,0,49,48.04501,50.36607,,66142,122928
2020,Nevada,10/28/2020,Joseph R. Biden Jr.,2/19/2020,2/21/2020,AtlasIntel,1100,rv,0.9533595,0,43.7,45.32782,47.18071,,64494,118755
2020,Nevada,10/28/2020,Joseph R. Biden Jr.,1/5/2020,1/8/2020,Fox News/Beacon Research/Shaw & Co. Research,1505,rv,1.693144,0,47,47.40819,49.34684,,63245,115578
2020,Nevada,10/28/2020,Joseph R. Biden Jr.,11/10/2019,11/13/2019,Fox News/Beacon Research/Shaw & Co. Research,1506,rv,1.727413,0,47,47.40819,48.77517,,62629,113064
2020,Nebraska,10/28/2020,Joseph R. Biden Jr.,9/27/2020,10/25/2020,SurveyMonkey,1777,lv,0.4230118,0.4230118,46,44.57684,44.66474,T,71999,135002
2020,Nebraska,10/28/2020,Joseph R. Biden Jr.,9/26/2020,10/24/2020,SurveyMonkey,1748,lv,0.0142874,0.014204,46,44.57684,44.67627,T,71914,134828
2020,Nebraska,10/28/2020,Joseph R. Biden Jr.,9/26/2020,10/23/2020,SurveyMonkey,1704,lv,0,0,46,44.57684,44.68993,T,71847,134693
2020,Nebraska,10/28/2020,Joseph R. Biden Jr.,9/24/2020,10/22/2020,SurveyMonkey,1643,lv,0.026335,0.0254131,46,44.57684,44.75119,T,71786,134562
2020,Nebraska,10/28/2020,Joseph R. Biden Jr.,9/24/2020,10/21/2020,SurveyMonkey,1630,lv,0,0,45,43.58064,43.76737,T,71703,134363
2020,Nebraska,10/28/2020,Joseph R. Biden Jr.,9/23/2020,10/20/2020,SurveyMonkey,1543,lv,0.0127226,0.0121288,45,43.58064,43.78438,T,71590,134138
2020,Nebraska,10/28/2020,Joseph R. Biden Jr.,9/21/2020,10/19/2020,SurveyMonkey,1452,lv,0.0230485,0.0218383,46,44.57684,44.79802,T,71488,133926
2020,Nebraska,10/28/2020,Joseph R. Biden Jr.,9/21/2020,10/18/2020,SurveyMonkey,1394,lv,0,0,46,44.57684,44.81896,T,71403,133743
2020,Nebraska,10/28/2020,Joseph R. Biden Jr.,9/20/2020,10/17/2020,SurveyMonkey,1364,lv,0.0111556,0.0104397,46,44.57684,44.83963,T,71321,133581
2020,Nebraska,10/28/2020,Joseph R. Biden Jr.,9/19/2020,10/16/2020,SurveyMonkey,1339,lv,0.0109261,0.0101611,46,44.57684,44.86379,T,71263,133464
2020,Nebraska,10/28/2020,Joseph R. Biden Jr.,9/18/2020,10/15/2020,SurveyMonkey,1292,lv,0.010521,0.009723,45,43.58064,43.88813,T,71202,133337
2020,Nebraska,10/28/2020,Joseph R. Biden Jr.,9/17/2020,10/14/2020,SurveyMonkey,1225,lv,0.0099574,0.0091441,45,43.58064,43.90813,T,71128,133187
2020,Nebraska,10/28/2020,Joseph R. Biden Jr.,9/16/2020,10/13/2020,SurveyMonkey,1159,lv,0.009406,0.0085828,46,44.57684,44.9297,T,71034,132980
2020,Nebraska,10/28/2020,Joseph R. Biden Jr.,9/15/2020,10/12/2020,SurveyMonkey,1124,lv,0.0091094,0.0082591,46,44.57684,44.95546,T,70951,132782
2020,Nebraska,10/28/2020,Joseph R. Biden Jr.,6/8/2020,6/30/2020,SurveyMonkey,267,lv,0.1386087,0.0237754,42.21,40.8051,42.00187,,70468,131322
2020,Nebraska,10/28/2020,Joseph R. Biden Jr.,7/1/2020,7/31/2020,SurveyMonkey,910,lv,0.2816769,0.0926872,44.35,42.9335,44.21611,,70417,131220
2020,Nebraska,10/28/2020,Joseph R. Biden Jr.,8/1/2020,8/31/2020,SurveyMonkey,560,lv,0.130606,0.0742184,47,45.57378,46.69006,,70367,131118
2020,Nebraska,10/28/2020,Joseph R. Biden Jr.,9/1/2020,9/30/2020,SurveyMonkey,799,lv,0.0832542,0.0686823,40.76,39.36488,40.1847,T,70316,131011
2020,National,10/28/2020,Joseph R. Biden Jr.,10/23/2020,10/24/2020,Change Research,1125,lv,0.6919086,0.6396843,51,51.47048,51.4949,,72084,135158
2020,National,10/28/2020,Joseph R. Biden Jr.,10/25/2020,10/27/2020,YouGov,1365,lv,0.9155489,0.9155489,54,54.8235,54.81617,,72083,135153
2020,National,10/28/2020,Joseph R. Biden Jr.,10/23/2020,10/27/2020,IBD/TIPP,991,lv,1.495161,1.441757,50,51.23898,51.27627,T,72082,135142
2020,National,10/28/2020,Joseph R. Biden Jr.,10/20/2020,10/23/2020,Spry Strategies,3500,lv,1.680138,1.268196,47.87,49.70218,49.71954,,72081,135141
2020,National,10/28/2020,Joseph R. Biden Jr.,10/14/2020,10/27/2020,USC Dornsife/Los Angeles Times,5269,lv,0.9992512,0.712426,54.025,52.47919,52.49052,T,72079,135136
2020,National,10/28/2020,Joseph R. Biden Jr.,10/25/2020,10/26/2020,Emerson College,1121,lv,1.761153,1.761153,50.9,49.42363,49.41703,,72070,135115
2020,National,10/28/2020,Joseph R. Biden Jr.,10/21/2020,10/24/2020,NBC News/The Wall Street Journal,800,rv,1.20853,0.9517058,51,51.21999,51.25433,,72046,135071
2020,National,10/28/2020,Joseph R. Biden Jr.,10/22/2020,10/26/2020,Rasmussen Reports/Pulse Opinion Research,1500,lv,0.8307146,0.6762121,49,51.09229,51.12513,T,72044,135069
2020,National,10/28/2020,Joseph R. Biden Jr.,10/22/2020,10/26/2020,IBD/TIPP,970,lv,0.2762528,0.2266618,50.55,51.78867,51.8315,T,72043,135065
2020,National,10/28/2020,Joseph R. Biden Jr.,10/13/2020,10/26/2020,USC Dornsife/Los Angeles Times,5293,lv,0.0729084,0.0492445,53.695,52.14839,52.14683,T,72035,135045
2020,National,10/28/2020,Joseph R. Biden Jr.,10/23/2020,10/25/2020,Léger,834,lv,0.7035233,0.652577,49,50.87718,50.93325,,72036,135042
2020,National,10/28/2020,Joseph R. Biden Jr.,10/23/2020,10/25/2020,SurveyMonkey,4816,lv,0.2269085,0.2087466,52,50.90707,50.96514,T,71977,134980
2020,National,10/28/2020,Joseph R. Biden Jr.,10/23/2020,10/25/2020,YouGov,1350,lv,0.8675153,0.8036933,54,54.8235,54.85363,,71973,134919
2020,National,10/28/2020,Joseph R. Biden Jr.,10/23/2020,10/24/2020,RMG Research,1842,lv,1.007853,0.9355712,51,52.78902,52.83548,,71970,134915
2020,National,10/28/2020,Joseph R. Biden Jr.,10/5/2020,10/8/2020,Public Opinion Strategies,1000,lv,1.061591,0.1812473,55,54.80212,54.80604,,71965,134905
2020,National,10/28/2020,Joseph R. Biden Jr.,10/23/2020,10/25/2020,Morning Consult,15509,lv,0.8781055,0.8116321,52,52.42684,52.44817,T,71964,134898
2020,National,10/28/2020,Joseph R. Biden Jr.,10/22/2020,10/24/2020,Morning Consult,12000,lv,0.1782667,0.1377355,52,52.42684,52.43374,T,71963,134897
2020,National,10/28/2020,Joseph R. Biden Jr.,10/21/2020,10/23/2020,Morning Consult,12000,lv,0.1681639,0.1236229,52,52.42684,52.41993,T,71962,134896
2020,National,10/28/2020,Joseph R. Biden Jr.,10/20/2020,10/22/2020,Morning Consult,12000,lv,0.1338699,0.0786907,52,52.42684,52.3516,T,71961,134895
2020,National,10/28/2020,Joseph R. Biden Jr.,10/19/2020,10/21/2020,Morning Consult,12000,lv,0.1266659,0.0698585,52,52.42684,52.3379,T,71960,134894
2020,National,10/28/2020,Joseph R. Biden Jr.,10/21/2020,10/25/2020,Rasmussen Reports/Pulse Opinion Research,1500,lv,0.1584703,0.1231281,47,49.09026,49.11194,T,71954,134880
2020,National,10/28/2020,Joseph R. Biden Jr.,10/21/2020,10/25/2020,IBD/TIPP,982,lv,0.2755365,0.2161561,51.6,52.83755,52.86919,T,71953,134877
2020,National,10/28/2020,Joseph R. Biden Jr.,10/6/2020,10/12/2020,Public First,2004,a,0.8734506,0.1810812,47,49.92541,49.8877,,71950,134869
2020,National,10/28/2020,Joseph R. Biden Jr.,10/12/2020,10/25/2020,USC Dornsife/Los Angeles Times,5355,lv,0.0754222,0.0480772,53.925,52.37894,52.35679,T,71945,134863
2020,National,10/28/2020,Joseph R. Biden Jr.,10/22/2020,10/24/2020,SurveyMonkey,6902,lv,0.0638755,0.0487459,52,50.90707,50.95069,T,71892,134806
2020,National,10/28/2020,Joseph R. Biden Jr.,10/20/2020,10/24/2020,IBD/TIPP,1006,lv,0.2788332,0.2087018,51.45,52.68775,52.70559,T,71886,134742
2020,National,10/28/2020,Joseph R. Biden Jr.,10/11/2020,10/24/2020,USC Dornsife/Los Angeles Times,5338,lv,0.0772717,0.0462716,53.61,52.06319,52.02299,T,71882,134732
2020,National,10/28/2020,Joseph R. Biden Jr.,10/21/2020,10/23/2020,SurveyMonkey,10253,lv,0.0826828,0.0599898,52,50.90707,50.93686,T,71825,134671
2020,National,10/28/2020,Joseph R. Biden Jr.,10/19/2020,10/23/2020,IBD/TIPP,1029,lv,0.2825083,0.2012776,50.65,51.8886,51.88963,T,71821,134612
2020,National,10/28/2020,Joseph R. Biden Jr.,10/10/2020,10/23/2020,USC Dornsife/Los Angeles Times,5229,lv,0.0782458,0.0437744,53.785,52.2386,52.1847,T,71820,134610
2020,National,10/28/2020,Joseph R. Biden Jr.,10/16/2020,10/20/2020,Echelon Insights,1006,lv,0.8404686,0.428331,50.5,49.99204,49.90108,,71817,134599
2020,National,10/28/2020,Joseph R. Biden Jr.,10/20/2020,10/22/2020,Ipsos,935,lv,0.6191176,0.3697172,51,52.82745,52.75517,,71816,134596
2020,National,10/28/2020,Joseph R. Biden Jr.,10/20/2020,10/22/2020,SurveyMonkey,13534,lv,0.0682222,0.0395423,52,50.90707,50.86844,T,71764,134540
2020,National,10/28/2020,Joseph R. Biden Jr.,10/20/2020,10/20/2020,Data for Progress,811,lv,0.9778879,0.5614143,53.88,52.16919,52.09693,,71742,134417
2020,National,10/28/2020,Joseph R. Biden Jr.,10/18/2020,10/22/2020,IBD/TIPP,972,lv,0.2577832,0.1467482,49.8,51.03905,50.97479,T,71741,134412
2020,National,10/28/2020,Joseph R. Biden Jr.,10/9/2020,10/22/2020,USC Dornsife/Los Angeles Times,5278,lv,0.0914156,0.0362195,53.91,52.3639,52.27945,T,71737,134406
2020,National,10/28/2020,Joseph R. Biden Jr.,10/15/2020,10/19/2020,Global Strategy Group/GBAO/Navigator Research,1000,rv,0.5831269,0.2657433,53,51.98716,51.909,,71531,134404
2020,National,10/28/2020,Joseph R. Biden Jr.,9/5/2020,9/7/2020,Cygnal,2000,lv,2.107373,0,47.2,48.59318,49.71214,,71734,134397
2020,National,10/28/2020,Joseph R. Biden Jr.,10/19/2020,10/21/2020,SurveyMonkey,13943,lv,0.0639653,0.0347687,52,50.90707,50.85473,T,71681,134341
2020,National,10/28/2020,Joseph R. Biden Jr.,10/16/2020,10/19/2020,Quinnipiac University,1426,lv,1.912528,0.9746885,51,49.91975,49.78799,,71676,134277
2020,National,10/28/2020,Joseph R. Biden Jr.,10/17/2020,10/21/2020,IBD/TIPP,965,lv,0.2543783,0.1357329,49.7,50.93907,50.86408,T,71650,134235
2020,National,10/28/2020,Joseph R. Biden Jr.,10/8/2020,10/21/2020,USC Dornsife/Los Angeles Times,5314,lv,0.09593,0.0339498,53.8,52.25364,52.16656,T,71635,134222
2020,National,10/28/2020,Joseph R. Biden Jr.,10/18/2020,10/20/2020,Morning Consult,15821,lv,0.1594645,0.0821143,52,52.42684,52.32719,T,71634,134208
2020,National,10/28/2020,Joseph R. Biden Jr.,10/17/2020,10/19/2020,Morning Consult,12000,lv,0.1174261,0.0560395,53,53.42625,53.318,T,71633,134207
2020,National,10/28/2020,Joseph R. Biden Jr.,10/16/2020,10/20/2020,Ipsos,949,lv,0.5442944,0.2658483,51,52.82745,52.72202,,71624,134181
2020,National,10/28/2020,Joseph R. Biden Jr.,10/18/2020,10/20/2020,SurveyMonkey,11723,lv,0.0494544,0.025101,52,50.90707,50.844,T,71568,134116
2020,National,10/28/2020,Joseph R. Biden Jr.,8/7/2020,9/27/2020,PureSpectrum,26838,lv,1.29481,0,50,52.92712,54.10765,,71565,134061
2020,National,10/28/2020,Joseph R. Biden Jr.,10/13/2020,10/15/2020,Harris Insights & Analytics,1897,rv,0.5409234,0.1850998,46,49.06212,48.96073,,71557,134047
2020,National,10/28/2020,Joseph R. Biden Jr.,10/15/2020,10/19/2020,Qriously,2731,lv,0.8018769,0.3663804,51,52.88919,52.8074,,71551,134035
2020,National,10/28/2020,Joseph R. Biden Jr.,10/14/2020,10/20/2020,Rasmussen Reports/Pulse Opinion Research,2500,lv,0.8855083,0.3953943,49,51.09229,50.99126,,71550,134033
2020,National,10/28/2020,Joseph R. Biden Jr.,10/16/2020,10/18/2020,Research Co.,1035,lv,1.264341,0.6000658,50,51.29988,51.18708,,71362,134017
2020,National,10/28/2020,Joseph R. Biden Jr.,10/18/2020,10/20/2020,YouGov,1344,lv,0.5990023,0.3118439,52,52.82637,52.73571,,71542,134013
2020,National,10/28/2020,Joseph R. Biden Jr.,10/16/2020,10/20/2020,IBD/TIPP,1016,lv,0.2661533,0.1323639,48.6,49.83891,49.75514,T,71541,134004
2020,National,10/28/2020,Joseph R. Biden Jr.,10/16/2020,10/19/2020,SurveyUSA,1136,lv,2.028216,1.029276,53,52.02319,52.00297,,71535,133986
2020,National,10/28/2020,Joseph R. Biden Jr.,10/7/2020,10/20/2020,USC Dornsife/Los Angeles Times,5406,lv,0.1175377,0.0254731,53.67,52.12333,52.03001,T,71532,133981
2020,National,10/28/2020,Joseph R. Biden Jr.,10/13/2020,10/13/2020,J.L. Partners,844,lv,0.7855032,0.262753,52,51.89922,51.78933,,71526,133968
2020,National,10/28/2020,Joseph R. Biden Jr.,10/17/2020,10/18/2020,Change Research,2711,lv,0.9048046,0.4495511,52,52.47006,52.36473,,71518,133956
2020,National,10/28/2020,Joseph R. Biden Jr.,10/17/2020,10/19/2020,SurveyMonkey,9447,lv,0.0372588,0.0175325,52,50.90707,50.83524,T,71466,133904
2020,National,10/28/2020,Joseph R. Biden Jr.,10/17/2020,10/18/2020,Redfield & Wilton Strategies,2915,lv,0.8785346,0.4332074,51,52.20033,52.1096,,71464,133849
2020,National,10/28/2020,Joseph R. Biden Jr.,9/22/2020,10/8/2020,Ipsos,2004,a,0.5303164,0.0252238,46.2,49.78458,49.96287,,71448,133813
2020,National,10/28/2020,Joseph R. Biden Jr.,10/15/2020,10/19/2020,IBD/TIPP,1046,lv,0.2736892,0.1260911,48.55,49.78888,49.69784,T,71446,133810
2020,National,10/28/2020,Joseph R. Biden Jr.,10/16/2020,10/18/2020,Léger,821,lv,0.49359,0.2218376,50,51.87676,51.79571,,71444,133806
2020,National,10/28/2020,Joseph R. Biden Jr.,10/6/2020,10/19/2020,USC Dornsife/Los Angeles Times,5488,lv,0.1178512,0.0212564,53.86,52.31378,52.22265,T,71440,133799
2020,National,10/28/2020,Joseph R. Biden Jr.,10/15/2020,10/18/2020,Siena College/The New York Times Upshot,987,lv,2.011207,0.9545338,50,50.69995,50.63276,,71439,133797
2020,National,10/28/2020,Joseph R. Biden Jr.,10/16/2020,10/18/2020,SurveyMonkey,13021,lv,0.0479989,0.0208576,53,51.90816,51.82911,T,71381,133720
2020,National,10/28/2020,Joseph R. Biden Jr.,10/16/2020,10/18/2020,Morning Consult,14994,lv,0.1435509,0.0630614,52,52.42684,52.31117,T,71377,133662
2020,National,10/28/2020,Joseph R. Biden Jr.,10/15/2020,10/17/2020,Morning Consult,12000,lv,0.1135496,0.0455206,52,52.42684,52.30734,T,71376,133661
2020,National,10/28/2020,Joseph R. Biden Jr.,10/14/2020,10/16/2020,Morning Consult,12000,lv,0.1135672,0.0410516,52,52.42684,52.30473,T,71375,133660
2020,National,10/28/2020,Joseph R. Biden Jr.,10/13/2020,10/15/2020,Morning Consult,12000,lv,0.1148728,0.036832,52,52.42684,52.30163,T,71374,133659
2020,National,10/28/2020,Joseph R. Biden Jr.,10/16/2020,10/18/2020,YouGov,1465,lv,0.6228998,0.277385,51,51.82718,51.72038,,71373,133650
2020,National,10/28/2020,Joseph R. Biden Jr.,10/15/2020,10/17/2020,RMG Research,1265,lv,0.5824814,0.23759,51,52.78902,52.69471,,71369,133646
2020,National,10/28/2020,Joseph R. Biden Jr.,10/14/2020,10/18/2020,IBD/TIPP,949,lv,0.2493227,0.1056307,49.9,51.13902,51.04417,T,71356,133626
2020,National,10/28/2020,Joseph R. Biden Jr.,10/9/2020,10/12/2020,Public Religion Research Institute,671.5,lv,1.106968,0.292738,55,52.79019,52.68326,,71355,133624
2020,National,10/28/2020,Joseph R. Biden Jr.,10/5/2020,10/18/2020,USC Dornsife/Los Angeles Times,5557,lv,0.1181039,0.0174275,53.975,52.42906,52.34506,T,71354,133622
2020,National,10/28/2020,Joseph R. Biden Jr.,9/9/2020,9/22/2020,Public Religion Research Institute,1561.5,lv,1.87621,0,56,53.79518,54.73585,,71353,133618
2020,National,10/28/2020,Joseph R. Biden Jr.,10/15/2020,10/17/2020,SurveyMonkey,19801,lv,0.0684654,0.027337,53,51.90816,51.82527,T,71299,133559
2020,National,10/28/2020,Joseph R. Biden Jr.,10/13/2020,10/17/2020,IBD/TIPP,1021,lv,0.2706577,0.1045169,49.65,50.88908,50.79161,T,71294,133498
2020,National,10/28/2020,Joseph R. Biden Jr.,10/4/2020,10/17/2020,USC Dornsife/Los Angeles Times,5674,lv,0.1196119,0.0170894,53.79,52.24361,52.17024,T,71293,133496
2020,National,10/28/2020,Joseph R. Biden Jr.,10/14/2020,10/16/2020,SurveyMonkey,23331,lv,0.07717,0.0280019,53,51.90816,51.82267,T,71241,133442
2020,National,10/28/2020,Joseph R. Biden Jr.,10/12/2020,10/16/2020,IBD/TIPP,1009,lv,0.271379,0.0944553,50.35,51.5888,51.48827,T,71237,133384
2020,National,10/28/2020,Joseph R. Biden Jr.,10/3/2020,10/16/2020,USC Dornsife/Los Angeles Times,5646,lv,0.1183518,0.0163305,53.88,52.33383,52.27399,T,71236,133382
2020,National,10/28/2020,Joseph R. Biden Jr.,10/13/2020,10/15/2020,Ipsos,920,lv,0.4839456,0.1625421,51,52.82745,52.70522,,71234,133372
2020,National,10/28/2020,Joseph R. Biden Jr.,10/13/2020,10/15/2020,SurveyMonkey,19668,lv,0.0633702,0.0205732,53,51.90816,51.81956,T,71180,133315
2020,National,10/28/2020,Joseph R. Biden Jr.,10/11/2020,10/15/2020,IBD/TIPP,951,lv,0.2610271,0.0807234,48.85,50.08901,49.98614,T,71168,133242
2020,National,10/28/2020,Joseph R. Biden Jr.,10/8/2020,10/12/2020,AP-NORC,1121,a,1.030327,0.2387343,51,54.0791,53.97503,,71084,133241
2020,National,10/28/2020,Joseph R. Biden Jr.,10/2/2020,10/15/2020,USC Dornsife/Los Angeles Times,5543,lv,0.1165963,0.0154268,53.76,52.21354,52.16802,T,71165,133236
2020,National,10/28/2020,Joseph R. Biden Jr.,10/8/2020,10/12/2020,Global Strategy Group/GBAO/Navigator Research,1003,rv,0.5275003,0.1056035,53,51.98716,51.90561,,70976,133234
2020,National,10/28/2020,Joseph R. Biden Jr.,10/7/2020,10/12/2020,Kaiser Family Foundation,1015,lv,1.672321,0.3467007,49,50.36089,50.258,,71164,133233
2020,National,10/28/2020,Joseph R. Biden Jr.,10/12/2020,10/14/2020,SurveyMonkey,17663,lv,0.0556793,0.0159365,53,51.90816,51.81728,T,71106,133165
2020,National,10/28/2020,Joseph R. Biden Jr.,9/25/2020,10/8/2020,Edison Research,1378,rv,0.89283,0.065329,48.1,49.95515,50.15684,,71105,133112
2020,National,10/28/2020,Joseph R. Biden Jr.,10/8/2020,10/13/2020,Marist College,896,lv,1.779262,0.4705265,54,52.81335,52.71754,,71100,133102
2020,National,10/28/2020,Joseph R. Biden Jr.,10/12/2020,10/14/2020,Morning Consult,15499,lv,0.150776,0.0420973,52,52.42684,52.29935,T,71094,133084
2020,National,10/28/2020,Joseph R. Biden Jr.,10/11/2020,10/13/2020,Morning Consult,12000,lv,0.1178656,0.0282231,52,52.42684,52.2985,T,71093,133083
2020,National,10/28/2020,Joseph R. Biden Jr.,10/10/2020,10/12/2020,Morning Consult,12000,lv,0.1193486,0.0238548,52,52.42684,52.30067,T,71092,133082
2020,National,10/28/2020,Joseph R. Biden Jr.,10/5/2020,10/12/2020,University of Massachusetts Lowell,819,lv,1.267318,0.2472816,53,52.64347,52.61183,,71091,133071
2020,National,10/28/2020,Joseph R. Biden Jr.,10/8/2020,10/13/2020,Whitman Insight Strategies,1103,lv,0.8683066,0.229624,54,52.79682,52.72539,,71088,133063
2020,National,10/28/2020,Joseph R. Biden Jr.,10/10/2020,10/14/2020,IBD/TIPP,864,lv,0.2411094,0.0654444,50,51.23898,51.13529,T,71072,133039
2020,National,10/28/2020,Joseph R. Biden Jr.,10/1/2020,10/14/2020,USC Dornsife/Los Angeles Times,5433,lv,0.1163613,0.0145752,54.15,52.60452,52.57451,T,71066,133017
2020,National,10/28/2020,Joseph R. Biden Jr.,10/9/2020,10/12/2020,NBC News/The Wall Street Journal,1000,rv,1.386063,0.3440705,53,53.21952,53.12086,,71065,133013
2020,National,10/28/2020,Joseph R. Biden Jr.,10/11/2020,10/13/2020,SurveyMonkey,10395,lv,0.0321444,0.0079816,52,50.90707,50.81528,T,71012,132958
2020,National,10/28/2020,Joseph R. Biden Jr.,10/9/2020,10/13/2020,Ipsos,882,lv,0.4678831,0.0994207,51,52.82745,52.70426,,71009,132887
2020,National,10/28/2020,Joseph R. Biden Jr.,10/10/2020,10/13/2020,Harris Insights & Analytics,2855,rv,0.7556379,0.204716,47,50.0652,49.96065,,71008,132886
2020,National,10/28/2020,Joseph R. Biden Jr.,10/10/2020,10/10/2020,Redfield & Wilton Strategies,1679,lv,0.533433,0.0975267,49,50.20106,50.09957,,71001,132875
2020,National,10/28/2020,Joseph R. Biden Jr.,10/8/2020,10/12/2020,Qriously,2053,lv,0.6022084,0.1139081,52,53.88684,53.80181,,70996,132858
2020,National,10/28/2020,Joseph R. Biden Jr.,10/7/2020,10/13/2020,Rasmussen Reports/Pulse Opinion Research,2500,lv,0.8723328,0.1509693,50,52.09171,51.99802,,70995,132857
2020,National,10/28/2020,Joseph R. Biden Jr.,10/11/2020,10/13/2020,YouGov,1333,lv,0.5892012,0.1427629,52,52.82637,52.70703,,70989,132844
2020,National,10/28/2020,Joseph R. Biden Jr.,10/9/2020,10/13/2020,IBD/TIPP,866,lv,0.2460379,0.0575054,50.55,51.78867,51.68719,T,70983,132824
2020,National,10/28/2020,Joseph R. Biden Jr.,9/30/2020,10/13/2020,USC Dornsife/Los Angeles Times,5257,lv,0.1156595,0.0136161,54.23,52.68474,52.67176,T,70980,132817
2020,National,10/28/2020,Joseph R. Biden Jr.,10/10/2020,10/12/2020,SurveyMonkey,10971,lv,0.0333274,0.0070235,51.78,50.6869,50.59727,T,70923,132702
2020,National,10/28/2020,Joseph R. Biden Jr.,10/9/2020,10/11/2020,SurveyMonkey,19886,lv,0.0596081,0.0104843,51.49,50.39673,50.31422,T,70922,132701
2020,National,10/28/2020,Joseph R. Biden Jr.,10/8/2020,10/10/2020,SurveyMonkey,25748,lv,0.0764486,0.0127215,52.36,51.2674,51.19558,T,70921,132700
2020,National,10/28/2020,Joseph R. Biden Jr.,10/7/2020,10/9/2020,SurveyMonkey,34460,lv,0.1013689,0.0149416,52.74,51.64782,51.60389,T,70920,132699
